nom_commune,cog_commune,siren_commune,nom_prenom_maire,nuance_politique,famille_nuance
Pressins,38323,213803232,REYNAUD Jean-Louis,LNC,Non classé
Primarette,38324,213803240,MERCIER Serge,NC,Non classé
Proveysieux,38325,213803257,BALESTRIERI Christian,NC,Non classé
Prunières,38326,213803265,TOSCAN Michel,NC,Non classé
Quaix-En-Chartreuse,38328,213803281,FAURE Pierre,NC,Non classé
Quet-En-Beaumont,38329,213803299,MOSTACCHI Elisabeth,NC,Non classé
Quincieu,38330,213803307,ALBERTIN Lauriane,NC,Non classé
Réaumont,38331,213803315,MOREL Patrick,LNC,Non classé
Renage,38332,213803323,GIRERD Amélie,LSOC,Gauche
Revel,38334,213803349,BOURDELAIN Coralie,LNC,Non classé
Revel-Tourdan,38335,213803356,ARGOUD Yvan,LNC,Non classé
Reventin-Vaugris,38336,213803364,RUCHON Édith,,
Rives,38337,213803372,STEVANT Julien,LDVD,Droite
La Rivière,38338,213803380,ROLLAND Raymond,NC,Non classé
Roche,38339,213803398,COCHARD Bernard,LNC,Non classé
Les Roches-De-Condrieu,38340,213803406,DUGUA Isabelle,LNC,Non classé
Rochetoirin,38341,213803414,FRACHON Marie-Christine,LNC,Non classé
Roissard,38342,213803422,DRURE Christophe,NC,Non classé
Romagnieu,38343,213803430,REVOL Céline,LNC,Non classé
Roussillon,38344,213803448,DURANTON Robert,LDVD,Droite
Rovon,38345,213803455,GENIN Béatrice,NC,Non classé
Royas,38346,213803463,ROLLAND Thierry,NC,Non classé
Roybon,38347,213803471,PERRAUD Serge,LNC,Non classé
Ruy-Montceau,38348,213803489,GIRAUD Denis,LDVC,Centre
Sablons,38349,213803497,TEIL Laurent,LNC,Non classé
Sainte-Agnès,38350,213803505,LATARGE Richard,NC,Non classé
Saint-Agnin-Sur-Bion,38351,213803513,ARMANET Pascal,,
Saint-Alban-De-Roche,38352,213803521,LAVILLE Christophe,LNC,Non classé
Saint-Alban-Du-Rhône,38353,213803539,CHARDON Jean-Pierre,NC,Non classé
Saint-Albin-De-Vaulserre,38354,213803547,MILANI Cédric,NC,Non classé
Saint-Andéol,38355,213803554,CLERET Gilles,NC,Non classé
Saint-André-En-Royans,38356,213803562,DE AZEVEDO Frédéric,NC,Non classé
Saint-André-Le-Gaz,38357,213803570,GUILLOT Magali,LNC,Non classé
Sainte-Anne-Sur-Gervonde,38358,213803588,COMPIGNE Pascal,NC,Non classé
Saint-Antoine-L'Abbaye,38359,200054526,LONGIS Marie-Line,,
Saint-Appolinard,38360,213803604,FERLAY Daniel,NC,Non classé
Saint-Arey,38361,213803612,STUTZ Anne,NC,Non classé
Saint-Aupre,38362,213803620,BUISSON Patrick,LNC,Non classé
Saint-Barthélemy,38363,213803638,BECT Gérard,NC,Non classé
Saint-Barthélemy-De-Séchilienne,38364,213803646,STRAPPAZZON Gilles,NC,Non classé
Saint-Baudille-De-La-Tour,38365,213803653,THOLLON Denis,NC,Non classé
Saint-Baudille-Et-Pipet,38366,213803661,POITE Jean-Louis,NC,Non classé
Saint-Blaise-Du-Buis,38368,213803687,FAURE Nathalie,LNC,Non classé
Sainte-Blandine,38369,213803695,GARNIER Jacques,NC,Non classé
Saint-Bonnet-De-Chavagne,38370,213803703,DARLET Jean-Claude,NC,Non classé
Saint-Bueil,38372,213803729,LOCONTE Jean-Pierre,NC,Non classé
Saint-Chef,38374,213803745,DROGOZ Alexandre,LDIV,Courants politiques divers
Saint-Christophe-En-Oisans,38375,213803752,ARTHAUD Jean-Louis,NC,Non classé
Saint-Christophe-Sur-Guiers,38376,213803760,COUX Claude,NC,Non classé
Saint-Clair-De-La-Tour,38377,213803778,BLANDIN Patrick,LNC,Non classé
Saint-Clair-Du-Rhône,38378,213803786,LECOUTRE Sandrine,,
Saint-Clair-Sur-Galaure,38379,213803794,CLERINO Kirsten,NC,Non classé
Saint-Didier-De-Bizonnes,38380,213803802,ANGLEREAUX Joëlle,NC,Non classé
Saint-Didier-De-La-Tour,38381,213803810,GUERIN Philippe,LNC,Non classé
Saint-Egrève,38382,213803828,AMADIEU Laurent,LDVG,Gauche
Saint-Etienne-De-Crossey,38383,213803836,PEYLIN Ghislaine,LNC,Non classé
Saint-Etienne-De-Saint-Geoirs,38384,213803844,VEYRON Michel,LNC,Non classé
Saint-Geoire-En-Valdaine,38386,213803869,CHOLLAT-RAT ÉPOUSE BEAUFORT Nathalie,,
Saint-Geoirs,38387,213803877,GRANGIER Nadine,NC,Non classé
Saint-Georges-De-Commiers,38388,213803885,GRIMOUD Norbert,,
Saint-Georges-D'Espéranche,38389,213803893,GROIX Brigitte,LNC,Non classé
Saint-Gervais,38390,213803901,CHENEAU Didier,NC,Non classé
Saint-Guillaume,38391,213803919,PICCARRETA David,NC,Non classé
Saint-Hilaire-De-Brens,38392,213803927,GUILLET Laurent,NC,Non classé
Saint-Hilaire-De-La-Côte,38393,213803935,CARRON Catherine,,
Saint-Hilaire-Du-Rosier,38394,213803943,BELLE Sylvain,LNC,Non classé
Le Plateau Des Petites Roches,38395,200086767,CLOUZEAU Dominique,,
Saint-Honoré,38396,213803968,CURT Jean-Pierre,NC,Non classé
Saint-Ismier,38397,213803976,BAILE Henri,LDVD,Droite
Saint-Jean-D'Avelanne,38398,213803984,PILLAUD-TIRARD Jean-François André,,
Saint-Jean-De-Bournay,38399,213803992,POURRAT Franck,LDVG,Gauche
Saint-Jean-De-Moirans,38400,213804008,BOUTANTIN Laurence,,
Saint-Jean-De-Soudain,38401,213804016,COURBOU Alain,LNC,Non classé
Saint-Jean-De-Vaulx,38402,213804024,RAVANAT Jean-Luc,NC,Non classé
Saint-Jean-D'Hérans,38403,213804032,GARAT Jean-Marie,NC,Non classé
Saint-Jean-Le-Vieux,38404,213804040,REBUFFET-GIRAUD Franck,NC,Non classé
Saint-Joseph-De-Rivière,38405,213804057,GUIJARRO Marylène,LNC,Non classé
Saint-Julien-De-L'Herms,38406,213804065,MONTEYREMARD Axel,NC,Non classé
La Sure En Chartreuse,38407,200064459,RIVIERE Virginie,NC,Non classé
Saint-Just-Chaleyssin,38408,213804081,HUGOU Isabelle,LNC,Non classé
Saint-Just-De-Claix,38409,213804099,O'BATON Joël,LNC,Non classé
Saint-Lattier,38410,213804107,PAYEN Raymond,LNC,Non classé
Saint-Laurent-Du-Pont,38412,213804123,BOURSIER Céline,,
Saint-Laurent-En-Beaumont,38413,213804131,GARNIER Jean-Luc,NC,Non classé
Sainte-Luce,38414,213804149,GRAND Florence,NC,Non classé
Saint-Marcel-Bel-Accueil,38415,213804156,BLANC Aurélien,LNC,Non classé
Saint-Marcellin,38416,213804164,MOCELLIN Raphaël,LDVC,Centre
Sainte-Marie-D'Alloix,38417,213804172,BASSET Michel,NC,Non classé
Sainte-Marie-Du-Mont,38418,213804180,BONNET Clément,,
Saint-Martin-De-Clelles,38419,213804198,CHOLAT Christine,NC,Non classé
Saint-Martin-De-Vaulserre,38420,213804206,REYNAUD Michel,NC,Non classé
Saint-Martin-D'Hères,38421,213804214,QUEIROS David,LCOM,Gauche
Saint-Martin-D'Uriage,38422,213804222,GIRAUD Gérald,LECO,Courants politiques divers
Saint-Martin-Le-Vinoux,38423,213804230,LAVAL Sylvain,LDVG,Gauche
Saint-Maurice-En-Trièves,38424,213804248,MARTINELLO Patrick,NC,Non classé
Saint-Maurice-L'Exil,38425,213804255,GENTY Philippe,LDVG,Gauche
Saint-Maximin,38426,213804263,ROZIAU Olivier,NC,Non classé
Saint-Michel-De-Saint-Geoirs,38427,213804271,MABILY Joël,NC,Non classé
Saint-Michel-En-Beaumont,38428,213804289,CHARLES Christian,NC,Non classé
Saint-Michel-Les-Portes,38429,213804297,ZOPPE Joël,NC,Non classé
Saint-Mury-Monteymond,38430,213804305,CURT Isabelle,NC,Non classé
Saint-Nazaire-Les-Eymes,38431,213804313,FLAMAND Michèle,LNC,Non classé
Saint-Nicolas-De-Macherin,38432,213804321,REY Freddy,NC,Non classé
Saint-Nizier-Du-Moucherotte,38433,213804339,GIRARD Franck,LNC,Non classé
Saint-Ondras,38434,213804347,CLEYET-MERLE Michel,NC,Non classé
Saint-Paul-De-Varces,38436,213804362,CURTET Cécile,,
Saint-Paul-D'Izeaux,38437,213804370,CHAUMAT Patrick,NC,Non classé
Saint-Paul-Lès-Monestier,38438,213804388,VIAL Béatrice,NC,Non classé
Crêts En Belledonne,38439,200055556,TABET Youcef,LNC,Non classé
Saint-Pierre-De-Bressieux,38440,213804404,FAURE Henri,NC,Non classé
Saint-Pierre-De-Chartreuse,38442,213804420,GUSMEROLI Stéphane,LNC,Non classé
Saint-Pierre-De-Chérennes,38443,213804438,ROMEY André,NC,Non classé
Saint-Pierre-De-Méarotz,38444,213804446,BALME Eric,NC,Non classé
Saint-Pierre-De-Mésage,38445,213804453,MASNADA Christian,NC,Non classé
Saint-Pierre-D'Entremont,38446,213804461,GAUTIER Marc,NC,Non classé
Saint-Prim,38448,213804487,CROS Michel,LNC,Non classé
Saint-Quentin-Fallavier,38449,213804495,GAGET Mathieu,,
Saint-Quentin-Sur-Isère,38450,213804503,FAURE Jean-Pierre,LNC,Non classé
Saint-Romain-De-Jalionas,38451,213804511,GRAUSI Jérôme,LNC,Non classé
Saint-Romain-De-Surieu,38452,213804529,MOUCHIROUD Robert,NC,Non classé
Saint-Romans,38453,213804537,CREACH Yvan,LNC,Non classé
Saint-Sauveur,38454,213804545,DABADIE Marie-Jeanne,LNC,Non classé
Saint-Savin,38455,213804552,DURAND Fabien,LDVD,Droite
Châtel En Trièves,38456,200068336,LACROIX Fanny,NC,Non classé
Saint-Siméon-De-Bressieux,38457,213804578,SAVIGNON Eric,LNC,Non classé
Saint-Sorlin-De-Morestel,38458,213804586,GENIN Nicole,NC,Non classé
Saint-Sorlin-De-Vienne,38459,213804594,POLO Isidore,NC,Non classé
Saint-Sulpice-Des-Rivoires,38460,213804602,COLOMBIN Marcel,NC,Non classé
Saint-Théoffrey,38462,213804628,MENDEZ Alain,NC,Non classé
Saint-Vérand,38463,213804636,UNI Dominique,LNC,Non classé
Saint-Victor-De-Cessieu,38464,213804644,FOURNIER Isabelle,,
Saint-Victor-De-Morestel,38465,213804651,LUZET Frédérique,LNC,Non classé
Saint-Vincent-De-Mercuze,38466,213804669,BAUDAIN Philippe,LNC,Non classé
Salagnon,38467,213804677,BARRET Daniel,LNC,Non classé
Salaise-Sur-Sanne,38468,213804685,VIAL Gilles,LUG,Gauche
La Salette-Fallavaux,38469,213804693,PERRIN Gilda,NC,Non classé
La Salle-En-Beaumont,38470,213804701,PAULIN Jean-Paul,NC,Non classé
Le Sappey-En-Chartreuse,38471,213804719,ESCARON Dominique,LNC,Non classé
Sarcenas,38472,213804727,DULOUTRE Sylvain,NC,Non classé
Sardieu,38473,213804735,PERROUD Jean-Pierre,LNC,Non classé
Sassenage,38474,213804743,VENDRA Michel,,
Satolas-Et-Bonce,38475,213804750,SADIN Christine,,
Savas-Mépin,38476,213804768,DURANTON Bertrand,NC,Non classé
Séchilienne,38478,213804784,PLENET Cyrille,LNC,Non classé
Porte-Des-Bonnevaux,38479,200084879,MEUNIER Alain,LNC,Non classé
Septème,38480,213804800,CLERC Alain,LNC,Non classé
Sérézin-De-La-Tour,38481,213804818,WAJDA Daniel,LNC,Non classé
Sermérieu,38483,213804834,BOLLEAU Alexandre,LNC,Non classé
Serpaize,38484,213804842,KECHICHIAN Max,LNC,Non classé
Seyssinet-Pariset,38485,213804859,LISSY Guillaume,"LUG,LDVG",Gauche
Seyssins,38486,213804867,HUGELE Fabrice,LDVG,Gauche
Seyssuel,38487,213804875,BELMONTE Frédéric,LNC,Non classé
Siccieu-Saint-Julien-Et-Carisieu,38488,213804883,ROLLER Yvon,NC,Non classé
Siévoz,38489,213804891,LE TRAOU Dominique,NC,Non classé
Sillans,38490,213804909,MARTIN Véronique,,
Sinard,38492,213804925,ROUX Christian,NC,Non classé
Soleymieu,38494,213804941,BOUCHEX-BELLOMIE Stephane,NC,Non classé
La Sône,38495,213804958,SEYVE Patrick,NC,Non classé
Sonnay,38496,213804966,LHERMET Claude,LNC,Non classé
Sousville,38497,213804974,PONCET Denis,NC,Non classé
Succieu,38498,213804982,VIAL Guillaume,NC,Non classé
Susville,38499,213804990,CHALLON Valérie,,
Têche,38500,213805005,CHARBONNEL Philippe,NC,Non classé
Tencin,38501,213805013,STEFANI François,LNC,Non classé
La Terrasse,38503,213805039,GUICHARD Annick,LNC,Non classé
Theys,38504,213805047,MILLET Régine,LNC,Non classé
Thodure,38505,213805054,FAUCHON Carole,NC,Non classé
Tignieu-Jameyzieu,38507,213805070,SBAFFE Jean-Louis,LDVG,Gauche
Torchefelon,38508,213805088,BADIN Bernard,,
La Tour-Du-Pin,38509,213805096,DURAND Claire,,
Le Touvet,38511,213805112,RAFFIN Adrian,,
Tramolé,38512,213805120,DREVET Jean-Michel,NC,Non classé
Treffort,38513,213805138,BONENFANT Pierrick,NC,Non classé
Tréminis,38514,213805146,FITOUSSI Anne-Marie,NC,Non classé
Trept,38515,213805153,MOREL Eric,LNC,Non classé
La Tronche,38516,213805161,SPINDLER Bertrand,LDVG,Gauche
Tullins,38517,213805179,CANTOURNET Gérald,LDIV,Courants politiques divers
Valbonnais,38518,213805187,MAUGIRON Gilbert,NC,Non classé
Valencin,38519,213805195,JULLIEN Bernard,LNC,Non classé
Valencogne,38520,213805203,VENTURA Julien,NC,Non classé
La Valette,38521,213805211,BARTHELEMI Maryse,NC,Non classé
Valjouffrey,38522,213805229,FOGLIA Maxence,NC,Non classé
Varacieux,38523,213805237,CHEVALLIER Denis,NC,Non classé
Varces-Allières-Et-Risset,38524,213805245,CORBET Jean-Luc,LDVG,Gauche
Vasselin,38525,213805252,ROUX Jean-Yves,NC,Non classé
Vatilieu,38526,213805260,ROUX-BERNARD Gaëtan,NC,Non classé
Vaujany,38527,213805278,GENEVOIS Yves,NC,Non classé
Vaulnaveys-Le-Bas,38528,213805286,GAUTHIER Jean-Marc,LNC,Non classé
Vaulnaveys-Le-Haut,38529,213805294,PORTA Jean-Yves,LDVC,Centre
Vaulx-Milieu,38530,213805302,BERGER Dominique,LNC,Non classé
Velanne,38531,213805310,MOLLIERE Denis,NC,Non classé
Vénérieu,38532,213805328,FRANZOI Christian,NC,Non classé
Venon,38533,213805336,ODDON Marc,NC,Non classé
Vernas,38535,213805351,MORGUE Léon,NC,Non classé
Vernioz,38536,213805369,REY Jean-Marc,LNC,Non classé
La Verpillière,38537,213805377,MARGIER Patrick,LDVC,Centre
Le Versoud,38538,213805385,SUSZYLO Christophe,LDIV,Courants politiques divers
Vertrieu,38539,213805393,SPITZNER Francis,NC,Non classé
Veurey-Voroize,38540,213805401,RIGAULT Pascale,LNC,Non classé
Veyssilieu,38542,213805427,CONTAMIN Alexandra,NC,Non classé
Vézeronce-Curtin,38543,213805435,BELANTAN Maurice,LNC,Non classé
Vienne,38544,213805443,KOVACS Thierry,LUD,Droite
Vif,38545,213805450,GENET Guy,LDVD,Droite
Vignieu,38546,213805468,REGNIER Camille,LNC,Non classé
Villard-Bonnot,38547,213805476,BEAU Patrick,LDVD,Droite
Villard-De-Lans,38548,213805484,MATHIEU Arnaud,LDVC,Centre
Villard-Notre-Dame,38549,213805492,BRUN Ophélie,NC,Non classé
Villard-Reculas,38550,213805500,PERROT Quentin,NC,Non classé
Villard-Reymond,38551,213805518,THEYSSET Chantal,NC,Non classé
Villard-Saint-Christophe,38552,213805526,MORA Serge,NC,Non classé
Villefontaine,38553,213805534,NICOLE-WILLIAMS Patrick,LDVC,Centre
Villemoirieu,38554,213805542,BRACCO Jacques,,
Villeneuve-De-Marc,38555,213805559,DUSSAULT Gilles,LNC,Non classé
Ville-Sous-Anjou,38556,213805567,SATRE Luc,LNC,Non classé
Villette-D'Anthon,38557,213805575,GINDRE Bruno,LDVD,Droite
Villette-De-Vienne,38558,213805583,VEILLARD Cristelle,,
Vinay,38559,213805591,ROSAIRE Philippe,LDVC,Centre
Val-De-Virieu,38560,200083491,MOREL Michel,,
Viriville,38561,213805617,SEMPÉ-BUFFET Françoise,LNC,Non classé
Vizille,38562,213805625,TROTON Catherine,LDVG,Gauche
Voiron,38563,213805633,POLAT Julien,LUD,Droite
Voissant,38564,213805641,CATTIN Bruno,NC,Non classé
Voreppe,38565,213805658,REMOND Luc,LUD,Droite
Vourey,38566,213805666,BLACHOT-MINASSIAN Fabienne,LNC,Non classé
Chamrousse,38567,213805674,DE BERNIS Brigitte,NC,Non classé
Abergement-La-Ronce,39001,213900012,LEPETZ Joëlle,NC,Non classé
Abergement-Le-Grand,39002,213900020,BAUD Jean-Baptiste,NC,Non classé
Abergement-Le-Petit,39003,213900038,VIONNET André,NC,Non classé
Abergement-Lès-Thésy,39004,213900046,VIENNET Rémy Marie Pierre,NC,Non classé
Aiglepierre,39006,213900061,RENAUD Jean-Marie,NC,Non classé
Alièze,39007,213900079,BOURGEOIS Josette,NC,Non classé
Amange,39008,213900087,BERNARDIN Daniel,NC,Non classé
Andelot-En-Montagne,39009,213900095,VOLPOET Pascal,NC,Non classé
Andelot-Morval,39010,213900103,CIOE Bruno,NC,Non classé
Annoire,39011,213900111,LAGALICE Christian,NC,Non classé
Arbois,39013,213900137,DEPIERRE Valérie,LNC,Non classé
Archelange,39014,213900145,GAUTHRAY-GUYENET Thierry,NC,Non classé
Ardon,39015,213900152,MARTIN Chantal,NC,Non classé
Arinthod,39016,200077253,GROSDIDIER Jean-Charles,LNC,Non classé
Arlay,39017,200055135,BRUCHON Christian,LNC,Non classé
Aromas,39018,200071348,ROZEK Evelyne,NC,Non classé
Les Arsures,39019,213900194,GROS Roger,NC,Non classé
Arsure-Arsurette,39020,213900202,ROUSSET Catherine,NC,Non classé
La Chailleuse,39021,200055150,BELPERRON Pierre-Rémy,NC,Non classé
Asnans-Beauvoisin,39022,213900228,FLUCHON Éric,NC,Non classé
Audelange,39024,213900244,GUERRIN Bernard,NC,Non classé
Augea,39025,213900251,AMET Jean-Denis,NC,Non classé
Augerans,39026,213900269,DEJEUX Alain,NC,Non classé
Augisey,39027,213900277,BLANCHON Daniel,NC,Non classé
Aumont,39028,213900285,DÉCOTÉ Yves,NC,Non classé
Aumur,39029,213900293,CHEVAUX Bruno,NC,Non classé
Authume,39030,213900301,SOLDAVINI Grégory,NC,Non classé
Auxange,39031,213900319,ROBERT Jean-Claude,NC,Non classé
Avignon-Lès-Saint-Claude,39032,213900327,BRAUN Caroline,NC,Non classé
Balaiseaux,39034,213900343,MICHAUD Gérard,NC,Non classé
Balanod,39035,213900350,PERRET Michel,NC,Non classé
Bans,39037,213900376,DESARBRES Stéphanie,NC,Non classé
Barésia-Sur-L'Ain,39038,213900384,HUGONNET Franck,NC,Non classé
La Barre,39039,213900392,GIMBERT Philippe,NC,Non classé
Barretaine,39040,213900400,TONNAIRE Sandrine,NC,Non classé
Baume-Les-Messieurs,39041,213900418,MOREAU Serge,NC,Non classé
Baverans,39042,213900426,MATHIOT Agnès,NC,Non classé
Beaufort-Orbagna,39043,200086361,KLINGUER Emmanuel,LNC,Non classé
Beffia,39045,213900459,VIAL Jacques,NC,Non classé
Bellecombe,39046,213900467,GROS Stéphane,NC,Non classé
Bellefontaine,39047,213900475,GUYON Martine,NC,Non classé
Belmont,39048,213900483,DEGAY Philippe,NC,Non classé
Bersaillin,39049,213900491,MARCELIN Antoine,NC,Non classé
Besain,39050,213900509,MAIRE Serge,NC,Non classé
Biarne,39051,213900517,LACROIX Olivier,NC,Non classé
Bief-Des-Maisons,39052,213900525,MATHIEU Daniel,NC,Non classé
Bief-Du-Fourg,39053,213900533,PAGET François,NC,Non classé
Biefmorin,39054,213900541,BERTHELIER Roland,NC,Non classé
Billecul,39055,213900558,COURVOISIER Gérald,NC,Non classé
Bletterans,39056,213900566,LAMBERGER Stéphane,LNC,Non classé
Blois-Sur-Seille,39057,213900574,BESANCON Laurent,NC,Non classé
Blye,39058,213900582,BAILLY Thierry,NC,Non classé
Bois-D'Amont,39059,213900590,PUILLET Michel,LNC,Non classé
Bois-De-Gand,39060,213900608,MONTUELLE Éric,NC,Non classé
Boissia,39061,213900616,BAILLY Hervé,NC,Non classé
La Boissière,39062,213900624,LAVRY Dominique,NC,Non classé
Bonlieu,39063,213900632,REVOL Hervé,NC,Non classé
Bonnefontaine,39065,213900657,ROUSSEY EPOUSE HUMBERT Isabelle,NC,Non classé
Bornay,39066,213900665,TARTAVEZ Patrick,NC,Non classé
Les Bouchoux,39068,213900681,GRENARD Jérôme,NC,Non classé
Bourg-De-Sirod,39070,213900707,TONIUTTI Christophe,NC,Non classé
Bracon,39072,213900723,VILLALONGA Patrice,NC,Non classé
Brainans,39073,213900731,BRENIAUX Denis,NC,Non classé
Brans,39074,213900749,PERES Michaël,NC,Non classé
La Bretenière,39076,213900764,GUILLOT Isabelle,NC,Non classé
Bretenières,39077,213900772,SCHMITT Alain,NC,Non classé
Brevans,39078,213900780,GINDRE Denis,NC,Non classé
Briod,39079,213900798,ECOIFFIER Jean-Marie,NC,Non classé
Broissia,39080,213900806,ARTIGUES Damien,NC,Non classé
Buvilly,39081,213900814,GAILLARD Florent,NC,Non classé
Censeau,39083,213900830,GRESSET-BOURGEOIS Jean-Marc,NC,Non classé
Cernans,39084,213900848,MOREL Denis,NC,Non classé
Cerniébaud,39085,213900855,ALPY David,NC,Non classé
Cernon,39086,213900863,RUDE Bernard,NC,Non classé
Cesancey,39088,213900889,BARTHE Guillaume,NC,Non classé
Chaînée-Des-Coupis,39090,213900905,ARRAGON Yannick,NC,Non classé
Les Chalesmes,39091,213900913,BERTHET-TISSOT Laurent,NC,Non classé
Chambéria,39092,213900921,FAVIER Jean-Louis,NC,Non classé
Chamblay,39093,213900939,BROCHET Philippe,NC,Non classé
Chamole,39094,213900947,DELBROUCQ Denis,NC,Non classé
Champagne-Sur-Loue,39095,213900954,PAILLOT Marie-Christine,NC,Non classé
Champagney,39096,213900962,VERNE Pierre,NC,Non classé
Champagnole,39097,213900970,SAILLARD Guy,LLR,Droite
Champdivers,39099,213900996,MEUGIN Olivier,NC,Non classé
Champrougier,39100,213901002,GIMARET Hervé,NC,Non classé
Champvans,39101,213901010,MICHAUD Dominique,LNC,Non classé
Chancia,39102,213901028,BONIN Robert,NC,Non classé
La Chapelle-Sur-Furieuse,39103,213901036,BRUNEL Bernard,NC,Non classé
Chapelle-Voland,39104,213901044,BONNIN Sylvie,NC,Non classé
Chapois,39105,213901051,TRIBUT Jean-Noël,NC,Non classé
Charchilla,39106,213901069,BENIER-ROLLET Claude,NC,Non classé
Charcier,39107,213901077,MOREL Alain,NC,Non classé
Charency,39108,213901085,GUY Sylvie,NC,Non classé
Charézier,39109,213901093,BELLAT Stéphane,NC,Non classé
La Charme,39110,213901101,ROSAIN Claude,NC,Non classé
Charnod,39111,213901119,COLIN Micheline,NC,Non classé
La Chassagne,39112,213901127,TROSSAT Jean-Louis,NC,Non classé
Château-Chalon,39114,213901143,VUILLAUME Christian,NC,Non classé
La Châtelaine,39116,213901168,LEGLISE Pascal,NC,Non classé
Chatelay,39117,213901176,GLORIOD Daniel,NC,Non classé
Châtel-De-Joux,39118,213901184,POURCELOT Anaïs,NC,Non classé
Le Chateley,39119,213901192,LANIESSE Michel,NC,Non classé
Châtelneuf,39120,213901200,RAGOT Bruno,NC,Non classé
Châtenois,39121,213901218,BLANCHET Philippe,NC,Non classé
Châtillon,39122,213901226,MORISSEAU Gilles,NC,Non classé
Chaumergy,39124,213901242,MORNICO Joël,NC,Non classé
La Chaumusse,39126,213901267,BAUDURET Jean-Claude,NC,Non classé
Chaussenans,39127,213901275,MASSON Laurent,NC,Non classé
Chaussin,39128,213901283,TORCK Chantal,LNC,Non classé
Chaux-Des-Crotenay,39129,213901291,FANTINI Monique,NC,Non classé
Nanchez,39130,200087468,AUGER Yvan,NC,Non classé
La Chaux-Du-Dombief,39131,213901317,JEUNET Mélanie,NC,Non classé
La Chaux En Bresse,39132,213901325,DIGONNAUX Evelyne,NC,Non classé
Chaux-Champagny,39133,213901333,COLIN Christian,NC,Non classé
Chavéria,39134,213901341,CHAMOUTON Patrick,NC,Non classé
Chemenot,39136,213901366,GREVY Serge,NC,Non classé
Saint-Hymetiere-Sur-Valouse,39137,200086007,BUCHOT Jean-Yves,NC,Non classé
Chemin,39138,213901382,JOBELIN Annie,NC,Non classé
